University Name,Program Title,Program Link,Area of Study,Target Group,Focus
RWTH Aachen University,Computer Aided Conception and Production in Mechanical Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rwth-aachen-university-computer-aided-conception-and-production-in-mechanical-engineering-w27601/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w27601&hec-offset=348,Mechanical Engineering,Bachelor's degree graduates in Engineering Sciences,
Hochschule für Technik und Wirtschaft Dresden - University of Applied Sciences,Computer and Geoscience in Archaeology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hochschule-fuer-technik-und-wirtschaft-dresden-university-of-applied-sciences-computer-and-geoscience-in-archaeology-w70340/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w70340&hec-offset=349,"['Geosciences', 'Geoinformatics']",,
University of Konstanz,Computer and Information Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-konstanz-computer-and-information-science-w6312/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w6312&hec-offset=350,Computer Science,We recommend applying with a certificate of academic degree in Computer Science or a subject that is very closely related in terms of content.,"Algorithmics, Data Science, Interactive Systems, Software and Systems, Visual Computing, Media Design Exhibition"
RWTH Aachen University,Computer Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rwth-aachen-university-computer-engineering-w70359/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w70359&hec-offset=351,Information Technology,,
Hochschule Nordhausen,Computer Engineering for IOT SYSTEMS,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hochschule-nordhausen-computer-engineering-for-iot-systems-w65163/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w65163&hec-offset=352,Computer Engineering,"To address the shortage of professionally qualified
specialists in this area of IoT, the University of Applied
Science Nordhausen introduces a new full-time Master's programme
computer Engineering for IoT Systems.
The programme provides an introduction to the disciplines
that are part of typical IoT solutions such as
Microelectronics, Cloud Computing, Embedded Software,
Wireless Networking, Data Science and Artificial
Intelligence. The programme emphasises the relations of
these disciplines and shows ways to combine them for a
complete solution. The wide range of involved disciplines
makes it an academically challenging programme.",
Heidelberg University,Computer linguistics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/heidelberg-university-computer-linguistics-w18400/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w18400&hec-offset=353,Computational Linguistics,,
University of Stuttgart,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-stuttgart-computer-science-w42091/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w42091&hec-offset=354,Computer Science,"Graduates with a degree in a Bachelor's course of at least six semesters in Computer Science, Software Engineering or in a course with related content.","Theoretical Computer Science, Visual Computing, Information Visualisation and Scientific Visualisation, Autonomous Systems, Robotics and Artificial Intelligence, Service Technology and Engineering, Business Process Management, Data Engineering, Information Security"
Technical University of Hamburg,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technical-university-of-hamburg-computer-science-w46833/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w46833&hec-offset=355,Engineering Informatics,Professionally qualified students/graduates with grades of at least 'good',"Applied Mathematics, Business Administration, Computer Science, Mathematics, Software Engineering"
Kiel University of Applied Sciences,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/kiel-university-of-applied-sciences-computer-science-w49861/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w49861&hec-offset=356,Information Technology,"The aim of the course is to qualify for higher-level organisational and technological management and design tasks in broad fields of computer science with a special focus on new technologies. It is based on the teaching of in-depth application-oriented knowledge on a scientific basis. For taking on higher-level management tasks, overall management capability is purposefully strengthened by teaching methods and social skills.",
Technische Hochschule Bingen,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-hochschule-bingen-computer-science-w61756/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w61756&hec-offset=357,Information Technology,,
University of Siegen,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-siegen-computer-science-w61896/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w61896&hec-offset=358,Computer Science,,
IU International University,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/iu-international-university-computer-science-w64341/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=18&hec-id=w64341&hec-offset=359,,,"Programming with Python, Advanced Mathematics, Advanced Statistics, Data Science, Algorithmics, Big Data Technologies, Artificial Intelligence, Networks and Distributed Systems"
University of Freiburg,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-freiburg-computer-science-w12313/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w12313&hec-offset=360,Computer Science,"Graduates of a Bachelor's degree in Computer Science, Information Engineering or Mathematics.","Robotics and Autonomous Intelligent Systems, Artificial Intelligence, Machine Learning, Image Recognition and Computer Graphics, Software Development and Programming Languages, Embedded Systems, Theoretical and Applied Algorithms, Networks and Distributed Systems, Data Management and Communication, Bioinformatics"
Rhineland-Palatinate Technical University of Kaiserslautern-Landau,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rhineland-palatinate-technical-university-of-kaiserslautern-landau-computer-science-w12519/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w12519&hec-offset=361,Computer Science,Computer scientists.,"Algorithms, Information Systems, Communication Systems, Embedded Systems, Computer Graphics and Visualisation, Intelligent Systems, Robotics, Software Engineering, Verification"
Berlin University of Technology,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/berlin-university-of-technology-computer-science-w15731/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w15731&hec-offset=362,Computer Science,,"System Engineering, Dependable Systems, Intelligent Systems, Communication Based Systems"
University of Bonn,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bonn-computer-science-w18320/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w18320&hec-offset=363,Computer Science,Particularly qualified Bachelor's graduates,"Algorithmics, Graphics, Vision and Audio, Information and Communication Management, Intelligent Systems"
Technical University of Darmstadt,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technical-university-of-darmstadt-computer-science-w69295/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w69295&hec-offset=364,"['Applied Computer Science', 'Computer Science', 'Theoretical Computer Science', 'Engineering Informatics']",,"Software, Hardware, Practical Computer Science, Technical Computer Science, Applied Computer Science, Data Science and Engineering, Data Systems Applications"
University of Hannover,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hannover-computer-science-w70166/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w70166&hec-offset=365,"['Computer Science', 'Practical Computer Science', 'Software Engineering']","Students with a Bachelor's academic degree in Computer Science, Applied Computer Science, Mathematics/Computer Science or Technical Computer Science; Returning students with professional experience and technically orientated certificate of academic degree","Real-time systems and energy informatics, Information Retrieval and Intelligent Systems, IT Security and Human-Computer Interaction, Software Engineering and Simulation, System and Computer Architecture, Theoretical Computer Science, Visual Analytics and Knowledge-Based Systems, Computational Health Informatics, Databases and Information Systems, Data Science and Digital Libraries"
University of Applied Sciences Fresenius,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-applied-sciences-fresenius-computer-science-w72013/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w72013&hec-offset=366,Computer Science,,"Cyber Attacks & Threat Management, Intelligent Systems, Machine Learning"
Paderborn University,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/paderborn-university-computer-science-w7683/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w7683&hec-offset=367,Computer Science,"Bachelor graduates whose degree must include the following skills:
- 20 credits in the field of Software Technology
- at least 20 credits in the area of Theoretical Computer Science,
- at least 15 credits in the field of Technical Informatics,
- at least 15 credits in the area of Mathematical Foundations of Computer Science and
- At least 8 HP in the area of Human-Machine Interaction.
The examination board determines compliance with requirements.",
University of Marburg,Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-marburg-computer-science-w7728/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=19&hec-id=w7728&hec-offset=368,"['Computer Science', 'Software Engineering']","Graduates with proof of a professionally relevant Bachelor's degree course in the field of ""Computer Science"" or with proof of a comparable domestic or foreign, professionally qualifying certificate of academic degree.","Database Systems, Data bionics, Formal Methods, Graphics and Multimedia, Parallelism and programming languages, Programming languages ??and tools, Software Engineering, Distributed Systems"
